,Date,Competition,Round,Venue,Squad,Opponent,Start,Body Part,Minute,Score,Goalkeeper,Assist,Goal,Age,Jersey,Pos.,Match Result
747,2020-11-21,Serie A,Matchweek 8,Home,Juventus,Cagliari,Y,Right Foot,38,2-0,Alessio Cragno,Álvaro Morata,1,35,7,CF,Win
748,2020-11-24,Champions League,Group stage,Home,Juventus,Ferencvaros,Y,Left Foot,35,2-1,Denes Dibusz,Juan Cuadrado,1,35,7,CF,Win
749,2020-12-02,Champions League,Group stage,Home,Juventus,Dynamo Kyiv,Y,Right Foot,57,3-0,Heorhiy Bushchan,Álvaro Morata,1,35,7,CF,Win
750,2020-12-08,Champions League,Group stage,Away,Juventus,Barcelona,Y,Right Foot,52,3-0,Marc-André ter Stegen,Penalty,1,35,7,CF,Win
751,2020-12-08,Champions League,Group stage,Away,Juventus,Barcelona,Y,Right Foot,13,3-0,Marc-André ter Stegen,Penalty,1,35,7,CF,Win
752,2020-12-13,Serie A,Matchweek 11,Away,Juventus,Genoa,Y,Right Foot,89,3-1,Mattia Perin,Penalty,1,35,7,CF,Win
753,2020-12-13,Serie A,Matchweek 11,Away,Juventus,Genoa,Y,Right Foot,78,3-1,Mattia Perin,Penalty,1,35,7,CF,Win
754,2020-12-19,Serie A,Matchweek 13,Away,Juventus,Parma,Y,Left Foot,48,4-0,Luigi Sepe,Aaron Ramsey,1,35,7,CF,Win
755,2020-12-19,Serie A,Matchweek 13,Away,Juventus,Parma,Y,Head,26,4-0,Luigi Sepe,Álvaro Morata,1,35,7,CF,Win
756,2021-01-03,Serie A,Matchweek 15,Home,Juventus,Udinese,Y,Left Foot,70,4-1,Juan Musso,Rodrigo Bentancur,1,35,7,CF,Win
757,2021-01-03,Serie A,Matchweek 15,Home,Juventus,Udinese,Y,Right Foot,31,4-1,Juan Musso,Aaron Ramsey,1,35,7,CF,Win
758,2021-01-10,Serie A,Matchweek 17,Home,Juventus,Sassuolo,Y,Right Foot,90+2,3-1,Andrea Consigli,Danilo,1,35,7,CF,Win
759,2021-01-20,Supercoppa Italiana,Final,Neutral,Juventus,Napoli,Y,Left Foot,64,1-0,David Ospina,No assist,1,35,7,CF,Win
760,2021-02-02,Coppa Italia,Semi-finals,Away,Juventus,Inter Milan,Y,Left Foot,35,2-1,Samir Handanovic,No assist,1,36,7,CF,Win
761,2021-02-02,Coppa Italia,Semi-finals,Away,Juventus,Inter Milan,Y,Right Foot,26,2-1,Samir Handanovic,Penalty,1,36,7,CF,Win
762,2021-02-06,Serie A,Matchweek 21,Home,Juventus,Roma,Y,Left Foot,13,2-0,Pau López,Álvaro Morata,1,36,7,CF,Win
763,2021-02-22,Serie A,Matchweek 23,Home,Juventus,Crotone,Y,Head,45+1,3-0,Alex Cordaz,Aaron Ramsey,1,36,7,CF,Win
764,2021-02-22,Serie A,Matchweek 23,Home,Juventus,Crotone,Y,Head,38,3-0,Alex Cordaz,Alex Sandro,1,36,7,CF,Win
765,2021-02-27,Serie A,Matchweek 24,Away,Juventus,Hellas Verona,Y,Right Foot,49,1-1,Marco Silvestri,Federico Chiesa,1,36,7,CF,Draw
766,2021-03-02,Serie A,Matchweek 25,Home,Juventus,Spezia,Y,Left Foot,89,3-0,Ivan Provedel,Rodrigo Bentancur,1,36,7,CF,Win
767,2021-03-14,Serie A,Matchweek 27,Away,Juventus,Cagliari,Y,Left Foot,32,3-1,Alessio Cragno,Federico Chiesa,1,36,7,CF,Win
768,2021-03-14,Serie A,Matchweek 27,Away,Juventus,Cagliari,Y,Right Foot,25,3-1,Alessio Cragno,Penalty,1,36,7,CF,Win
769,2021-03-14,Serie A,Matchweek 27,Away,Juventus,Cagliari,Y,Head,10,3-1,Alessio Cragno,Juan Cuadrado,1,36,7,CF,Win
770,2021-03-30,WCQ,First round,Away,Portugal,Luxembourg,Y*,Right Foot,51,1-1,Anthony Moris,Joao Cancelo,1,36,7,CF,Win
771,2021-04-03,Serie A,Matchweek 29,Away,Juventus,Torino,Y,Head,79,2-2,Salvatore Sirigu,Giorgio Chiellini,1,36,7,CF,Draw
772,2021-04-07,Serie A,Matchweek 3,Home,Juventus,Napoli,Y,Right Foot,13,2-1,Alex Meret,Federico Chiesa,1,36,7,CF,Win
773,2021-05-02,Serie A,Matchweek 34,Away,Juventus,Udinese,Y,Head,89,2-1,Simone Scuffet,Adrien Rabiot,1,36,7,CF,Win
774,2021-05-02,Serie A,Matchweek 34,Away,Juventus,Udinese,Y,Right Foot,83,2-1,Simone Scuffet,Penalty,1,36,7,CF,Win
775,2021-05-12,Serie A,Matchweek 36,Away,Juventus,Sassuolo,Y,Left Foot,45,3-1,Andrea Consigli,Adrien Rabiot,1,36,7,CF,Win
776,2021-05-15,Serie A,Matchweek 37,Home,Juventus,Inter Milan,Y,Right Foot,24,3-2,Samir Handanovic,No assist,1,36,7,CF,Win
777,2021-06-09,Friendlies (M),Frendly,Home,Portugal,Israel,Y*,Left Foot,44,1-0,Ofir Marciano,Bruno Fernandes,1,36,7,CF,Win
778,2021-06-15,UEFA Euro,Group stage,Neutral,Portugal,Hungary,Y*,Left Foot,90+2,2-0,Péter Gulácsi,Rafa Silva,1,36,7,CF,Win
779,2021-06-15,UEFA Euro,Group stage,Neutral,Portugal,Hungary,Y*,Right Foot,87,2-0,Péter Gulácsi,Penalty,1,36,7,CF,Win
780,2021-06-19,UEFA Euro,Group stage,Neutral,Portugal,Germany,Y*,Left Foot,15,0-0,Manuel Neuer,Diogo Jota,1,36,7,CF,Loss
781,2021-06-23,UEFA Euro,Group stage,Neutral,Portugal,France,Y*,Right Foot,60,1-2,Hugo Lloris,Penalty,1,36,7,CF,Draw
782,2021-06-23,UEFA Euro,Group stage,Neutral,Portugal,France,Y*,Right Foot,31,1-2,Hugo Lloris,Penalty,1,36,7,CF,Draw
783,2021-09-01,WCQ,First round,Home,Portugal,Ireland,Y*,Head,90+6,1-1,Gavin Bazunu,Joao Mario,1,36,7,CF,Win
784,2021-09-01,WCQ,First round,Home,Portugal,Ireland,Y*,Head,89,1-1,Gavin Bazunu,Goncalo Guedes,1,36,7,CF,Win
785,2021-09-11,Premier League,Matchweek 4,Home,Manchester Utd,Newcastle Utd,Y,Right Foot,45+2,4-1,Freddie Woodman,No assist,1,36,7,CF,Win
786,2021-09-11,Premier League,Matchweek 4,Home,Manchester Utd,Newcastle Utd,Y,Left Foot,62,4-1,Freddie Woodman,Luke Shaw,1,36,7,CF,Win
787,2021-09-14,Champions League,Group stage,Away,Manchester Utd,Young Boys,Y,Right Foot,13,1-2,David von Ballmoos,Bruno Fernandes,1,36,7,CF,Loss
788,2021-09-19,Premier League,Matchweek 5,Away,Manchester Utd,West Ham,Y,Right Foot,35,2-1,Lukasz Fabianski,No assist,1,36,7,CF,Win
789,2021-09-29,Champions League,Group stage,Home,Manchester Utd,Villarreal,Y,Right Foot,90+5,2-1,Gerónimo Rulli,Jesse Lingard,1,36,7,CF,Win
790,2021-10-09,Friendlies (M),Frendly,Home,Portugal,Qatar,Y*,Left Foot,37,0-0,Saad Al Sheeb,No assist,1,36,7,LW,Win
791,2021-10-12,WCQ,First round,Home,Portugal,Luxembourg,Y*,Head,87,4-0,Anthony Moris,Rúben Neves,1,36,7,LW,Win
792,2021-10-12,WCQ,First round,Home,Portugal,Luxembourg,Y*,Right Foot,13,4-0,Anthony Moris,Penalty,1,36,7,LW,Win
793,2021-10-12,WCQ,First round,Home,Portugal,Luxembourg,Y*,Right Foot,8,4-0,Anthony Moris,Penalty,1,36,7,LW,Win
794,2021-10-20,Champions League,Group stage,Home,Manchester Utd,Atalanta,Y,Head,81,3-2,Juan Musso,Luke Shaw,1,36,7,CF,Win
795,2021-10-30,Premier League,Matchweek 10,Away,Manchester Utd,Tottenham,Y,Right Foot,39,3-0,Hugo Lloris,Bruno Fernandes,1,36,7,CF,Win
796,2021-11-02,Champions League,Group stage,Away,Manchester Utd,Atalanta,Y,Right Foot,45+1,2-2,Juan Musso,Bruno Fernandes,1,36,7,CF,Draw
797,2021-11-02,Champions League,Group stage,Away,Manchester Utd,Atalanta,Y,Right Foot,90+1,2-2,Juan Musso,Mason Greenwood,1,36,7,CF,Draw
798,2021-11-23,Champions League,Group stage,Away,Manchester Utd,Villarreal,Y,Right Foot,78,2-0,Gerónimo Rulli,No assist,1,36,7,CF,Win
799,2021-12-02,Premier League,Matchweek 14,Home,Manchester Utd,Arsenal,Y,Right Foot,52,3-2,Aaron Ramsdale,Marcus Rashford,1,36,7,CF,Win
800,2021-12-02,Premier League,Matchweek 14,Home,Manchester Utd,Arsenal,Y,Right Foot,70,3-2,Aaron Ramsdale,Penalty,1,36,7,CF,Win
801,2021-12-11,Premier League,Matchweek 16,Away,Manchester Utd,Norwich City,Y,Right Foot,75,1-0,Tim Krul,Penalty,1,36,7,CF,Win
802,2021-12-30,Premier League,Matchweek 20,Home,Manchester Utd,Burnley,Y,Right Foot,35,3-1,Wayne Hennessey,No assist,1,36,7,CF,Win
803,2022-02-15,Premier League,Matchweek 18,Home,Manchester Utd,Brighton,Y,Right Foot,51,2-0,Robert Sánchez,Scott McTominay,1,37,7,CF,Win
804,2022-03-12,Premier League,Matchweek 29,Home,Manchester Utd,Tottenham,Y,Head,81,3-2,Hugo Lloris,Alex Telles,1,37,7,CF,Win
805,2022-03-12,Premier League,Matchweek 29,Home,Manchester Utd,Tottenham,Y,Right Foot,38,3-2,Hugo Lloris,Jadon Sancho,1,37,7,CF,Win
806,2022-03-12,Premier League,Matchweek 29,Home,Manchester Utd,Tottenham,Y,Right Foot,12,3-2,Hugo Lloris,Fred,1,37,7,CF,Win
807,2022-04-16,Premier League,Matchweek 33,Home,Manchester Utd,Norwich City,Y,Right Foot,76,3-2,Tim Krul,Penalty,1,37,7,CF,Win
808,2022-04-16,Premier League,Matchweek 33,Home,Manchester Utd,Norwich City,Y,Head,32,3-2,Tim Krul,Alex Telles,1,37,7,CF,Win
809,2022-04-16,Premier League,Matchweek 33,Home,Manchester Utd,Norwich City,Y,Right Foot,7,3-2,Tim Krul,Anthony Elanga,1,37,7,CF,Win
810,2022-04-23,Premier League,Matchweek 34,Away,Manchester Utd,Arsenal,Y,Left Foot,34,1-3,Aaron Ramsdale,Nemanja Matic,1,37,7,CF,Loss
811,2022-04-28,Premier League,Matchweek 37,Home,Manchester Utd,Chelsea,Y,Right Foot,62,1-1,Edouard Mendy,Nemanja Matic,1,37,7,CF,Draw
812,2022-05-02,Premier League,Matchweek 35,Home,Manchester Utd,Brentford,Y,Right Foot,61,3-0,David Raya,Penalty,1,37,7,CF,Win
813,2022-06-05,UEFA Nations League,League A,Home,Portugal,Switzerland,Y*,Right Foot,35,sin dato,Gregor Kobel,Diogo Jota,1,37,7,CF,Win
814,2022-06-05,UEFA Nations League,League A,Home,Portugal,Switzerland,Y*,Right Foot,39,sin dato,Gregor Kobel,Diogo Jota,1,37,7,CF,Win
815,2022-09-15,Europa League,Group stage,Away,Manchester Utd,Sheriff Tiraspol,Y,Right Foot,39,3-0,Maksym Koval,Penalty,1,37,7,CF,Win
816,2022-10-09,Premier League,Matchweek 10,Away,Manchester Utd,Everton,N,Left Foot,44,2-1,Jordan Pickford,Casemiro,1,37,7,CF,Win
817,2022-10-27,Europa League,Group stage,Home,Manchester Utd,Sheriff Tiraspol,Y,Left Foot,81,3-0,Maksym Koval,No assist,1,37,7,CF,Win
818,2022-11-24,World Cup,Group stage,Neutral,Portugal,Ghana,Y*,Right Foot,65,0-0,Lawrence Ati-Zigi,Penalty,1,37,7,CF,Win
819,2023-02-03,Saudi Professional League,Matchweek 15,Away,Al-Nassr,Al-Fateh,Y*,Right Foot,90+3,2-2,Jacob Rinne,Penalty,1,38,7,CF,Draw
820,2023-02-09,Saudi Professional League,Matchweek 16,Away,Al-Nassr,Al-Wehda,Y*,Right Foot,61,4-0,Abdulquddus Atiah,No assist,1,38,7,CF,Win
821,2023-02-09,Saudi Professional League,Matchweek 16,Away,Al-Nassr,Al-Wehda,Y*,Right Foot,53,4-0,Abdulquddus Atiah,Penalty,1,38,7,CF,Win
822,2023-02-09,Saudi Professional League,Matchweek 16,Away,Al-Nassr,Al-Wehda,Y*,Right Foot,40,4-0,Abdulquddus Atiah,Sami Al-Najei,1,38,7,CF,Win
823,2023-02-09,Saudi Professional League,Matchweek 16,Away,Al-Nassr,Al-Wehda,Y*,Left Foot,21,4-0,Abdulquddus Atiah,Abdulrahman Ghareeb,1,38,7,CF,Win
824,2023-02-25,Saudi Professional League,Matchweek 18,Away,Al-Nassr,Damac,Y*,Right Foot,18,3-0,Moustapha Zeghba,Penalty,1,38,7,CF,Win
825,2023-02-25,Saudi Professional League,Matchweek 18,Away,Al-Nassr,Damac,Y*,Right Foot,44,3-0,Moustapha Zeghba,Aiman Yahya,1,38,7,CF,Win
826,2023-02-25,Saudi Professional League,Matchweek 18,Away,Al-Nassr,Damac,Y*,Left Foot,23,3-0,Moustapha Zeghba,Sultan Al-Ghanam,1,38,7,CF,Win
827,2023-03-18,Saudi Professional League,Matchweek 21,Home,Al-Nassr,Abha,Y*,Right Foot,78,2-1,Devis Epassy,Free kick,1,38,7,CF,Win
828,2023-03-23,UEFA Euro Qualifying,Group stage,Home,Portugal,Liechtenstein,Y*,Right Foot,63,sin dato,Benjamin Buchel,Free kick,1,38,7,CF,Win
829,2023-03-23,UEFA Euro Qualifying,Group stage,Home,Portugal,Liechtenstein,Y*,Right Foot,51,sin dato,Benjamin Buchel,Penalty,1,38,7,CF,Win
830,2023-03-26,UEFA Euro Qualifying,Group stage,Away,Portugal,Luxembourg,Y*,Left Foot,31,sin dato,Anthony Moris,Bruno Fernandes,1,38,7,CF,Win
831,2023-03-26,UEFA Euro Qualifying,Group stage,Away,Portugal,Luxembourg,Y*,Left Foot,9,sin dato,Anthony Moris,Nuno Mendes,1,38,7,CF,Win
832,2023-04-04,Saudi Professional League,Matchweek 22,Away,Al-Nassr,Al-Adalah,Y*,Left Foot,66,5-0,Milan Mijatovic,Talisca,1,38,7,CF,Win
833,2023-04-04,Saudi Professional League,Matchweek 22,Away,Al-Nassr,Al-Adalah,Y*,Right Foot,40,5-0,Milan Mijatovic,Penalty,1,38,7,CF,Win
834,2023-04-28,Saudi Professional League,Matchweek 24,Home,Al-Nassr,Al-Raed,Y*,Head,4,4-0,Silviu Lung Jr.,Sultan Al-Ghanam,1,38,7,CF,Win
835,2023-05-16,Saudi Professional League,Matchweek 27,Away,Al-Nassr,Al-Tai,Y*,Right Foot,52,2-0,Victor Braga,Penalty,1,38,7,CF,Win
836,2023-05-23,Saudi Professional League,Matchweek 28,Home,Al-Nassr,Al-Shabab,Y*,Right Foot,59,3-2,Kim Seung-gyu,Luiz Gustavo,1,38,7,CF,Win
837,2023-06-20,UEFA Euro Qualifying,Group stage,Away,Portugal,Iceland,Y*,Right Foot,89,sin dato,Rúnar Alex Rúnarsson,Goncalo Inácio,1,38,7,CF,Win
838,2023-07-31,Arab Club Champions Cup,Group stage,Neutral,Al-Nassr,US Monastir,Y*,Head,74,4-1,Sadok Yeddes,Sultan Al-Ghanam,1,38,7,CF,Win
839,2023-08-03,Arab Club Champions Cup,Group stage,Neutral,Al-Nassr,Zamalek,Y*,Head,87,1-1,M. Shobhy,Ghislain Konan,1,38,7,CF,Draw
840,2023-08-06,Arab Club Champions Cup,Quarter-finals,Neutral,Al-Nassr,Raja Casablanca,Y*,Left Foot,19,3-1,A. Zniti,Talisca,1,38,7,CF,Win
841,2023-08-09,Arab Club Champions Cup,Semi-finals,Neutral,Al-Nassr,Al Shorta,Y*,Right Foot,75,1-0,Ahmed Basil,Penalty,1,38,7,CF,Win
842,2023-08-12,Arab Club Champions Cup,Final,Neutral,Al-Nassr,Al-Hilal ,Y*,Head,98,2-1,Mohamed Al-Owais,No assist,1,38,7,CF,Win
843,2023-08-12,Arab Club Champions Cup,Final,Neutral,Al-Nassr,Al-Hilal ,Y*,Right Foot,74,2-1,Mohamed Al-Owais,Sultan Al-Ghanam,1,38,7,CF,Win
844,2023-08-25,Saudi Professional League,Matchweek 3,Away,Al-Nassr,Al-Fateh,Y*,Left Foot,90+5,5-0,Jacob Rinne,Nawaf Boushal,1,38,7,CF,Win
845,2023-08-25,Saudi Professional League,Matchweek 3,Away,Al-Nassr,Al-Fateh,Y*,Left Foot,55,5-0,Jacob Rinne,Abdulrahman Ghareeb,1,38,7,CF,Win
846,2023-08-25,Saudi Professional League,Matchweek 3,Away,Al-Nassr,Al-Fateh,Y*,Head,38,5-0,Jacob Rinne,Sultan Al-Ghanam,1,38,7,CF,Win
847,2023-08-29,Saudi Professional League,Matchweek 4,Home,Al-Nassr,Al-Shabab,Y*,Right Foot,38,4-0,Kim Seung-gyu,Penalty,1,38,7,CF,Win
848,2023-08-29,Saudi Professional League,Matchweek 4,Home,Al-Nassr,Al-Shabab,Y*,Right Foot,13,4-0,Kim Seung-gyu,Penalty,1,38,7,CF,Win
849,2023-09-02,Saudi Professional League,Matchweek 5,Away,Al-Nassr,Al-Hazem,Y*,Right Foot,68,5-1,Aymen Dahmen,Abdulrahman Ghareeb,1,38,7,CF,Win
850,2023-09-16,Saudi Professional League,Matchweek 6,Away,Al-Nassr,Al-Raed,Y*,Left Foot,78,3-1,André Moreira,Talisca,1,38,7,CF,Win
851,2023-09-22,Saudi Professional League,Matchweek 7,Home,Al-Nassr,Al-Ahli,Y*,Left Foot,52,4-3,Edouard Mendy,Talisca,1,38,7,CF,Win
852,2023-09-22,Saudi Professional League,Matchweek 7,Home,Al-Nassr,Al-Ahli,Y*,Left Foot,4,4-3,Edouard Mendy,Sadio Mané,1,38,7,CF,Win
853,2023-09-29,Saudi Professional League,Matchweek 8,Away,Al-Nassr,Al-Tai,Y*,Right Foot,87,2-1,Victor Braga,Penalty,1,38,7,CF,Win
854,2023-10-02,AFC Champions League,Group stage,Home,Al-Nassr,Istiqlol Dushanbe,Y*,Left Foot,66,3-1,Yatimov,No assist,1,38,7,CF,Win
855,2023-10-13,UEFA Euro Qualifying,Group stage,Home,Portugal,Slovakia,Y*,Right Foot,72,sin dato,Martin Dúbravka,Bruno Fernandes,1,38,7,CF,Win
856,2023-10-13,UEFA Euro Qualifying,Group stage,Home,Portugal,Slovakia,Y*,Right Foot,29,sin dato,Martin Dúbravka,Penalty,1,38,7,CF,Win
857,2023-10-16,UEFA Euro Qualifying,Group stage,Away,Portugal,Bosnia & Herz'na,Y*,Right Foot,20,sin dato,Ibrahim  Sehic,Joao Félix,1,38,7,CF,Win
858,2023-10-16,UEFA Euro Qualifying,Group stage,Away,Portugal,Bosnia & Herz'na,Y*,Right Foot,5,sin dato,Ibrahim  Sehic,Penalty,1,38,7,CF,Win
859,2023-10-21,Saudi Professional League,Matchweek 10,Home,Al-Nassr,Damac,Y*,Right Foot,56,2-1,Moustapha Zeghba,Free kick,1,38,7,CF,Win
860,2023-10-24,AFC Champions League,Group stage,Home,Al-Nassr,Al-Duhail,Y*,Left Foot,81,4-3,Zakaria,Sultan Al-Ghanam,1,38,7,CF,Win
861,2023-10-24,AFC Champions League,Group stage,Home,Al-Nassr,Al-Duhail,Y*,Left Foot,61,4-3,Zakaria,Sultan Al-Ghanam,1,38,7,CF,Win
862,2023-11-04,Saudi Professional League,Matchweek 12,Home,Al-Nassr,Al-Khaleej,Y*,Right Foot,26,2-0,Marwan Al Haidari,Abdulrahman Ghareeb,1,38,7,CF,Win
863,2023-11-11,Saudi Professional League,Matchweek 13,Away,Al-Nassr,Al-Wehda,Y*,Right Foot,49,3-1,Munir,No assist,1,38,7,CF,Win
864,2023-11-16,UEFA Euro Qualifying,Group stage,Away,Portugal,Liechtenstein,Y*,Left Foot,46,sin dato,Benjamin Buchel,Diogo Jota,1,38,7,LW,Win
865,2023-11-24,Saudi Professional League,Matchweek 14,Home,Al-Nassr,Al Okhdood SC,Y*,Right Foot,80,3-0,Paulo Fagundes dos Anjos,No assist,1,38,7,CF,Win
866,2023-11-24,Saudi Professional League,Matchweek 14,Home,Al-Nassr,Al Okhdood SC,Y*,Right Foot,77,3-0,Paulo Fagundes dos Anjos,No assist,1,38,7,CF,Win
867,2023-12-08,Saudi Professional League,Matchweek 16,Home,Al-Nassr,Al-Riyadh SC,Y*,Right Foot,31,4-1,Martín Campaña,Sadio Mané,1,38,7,CF,Win
868,2023-12-11,Kings CUP,Quarter-finals,Away,Al-Nassr,Al-Shabab,Y*,Right Foot,74,5-3,Kim Seung-gyu,Otavio ,1,38,7,CF,Win
869,2023-12-22,Saudi Professional League,Matchweek 18,Home,Al-Nassr,Al-Ettifaq,Y*,Right Foot,73,3-1,Paulo Victor Vidotti,Penalty,1,38,7,CF,Win
870,2023-12-26,Saudi Professional League,Matchweek 17,Away,Al-Nassr,Al-Ittihad,Y*,Right Foot,68,5-2,Abdullah Al-Mayouf,Penalty,1,38,7,CF,Win
871,2023-12-26,Saudi Professional League,Matchweek 17,Away,Al-Nassr,Al-Ittihad,Y*,Right Foot,19,5-2,Abdullah Al-Mayouf,Penalty,1,38,7,CF,Win
872,2023-12-30,Saudi Professional League,Matchweek 19,Away,Al-Nassr,Al-Taawoun,Y*,Head,90+2,4-1,Mailson,Seko Fofana,1,38,7,CF,Win
873,2024-02-14,AFC Champions League,Round of 16,Away,Al-Nassr,Al-Fayha FC,Y*,Right Foot,81,1-0,Stojkovic,Marcelo Brozović,1,39,7,CF,Win
874,2024-02-17,Saudi Professional League,Matchweek 20,Home,Al-Nassr,Al-Fateh,Y*,Right Foot,17,2-1,Jacob Rinne,Sultan Al-Ghanam,1,39,7,CF,Win
875,2024-02-21,AFC Champions League,Round of 16,Home,Al-Nassr,Al-Fayha FC,Y*,Right Foot,86,2-0,Stojkovic,No assist,1,39,7,CF,Win
876,2024-02-25,Saudi Professional League,Matchweek 21,Away,Al-Nassr,Al-Shabab,Y*,Right Foot,21,3-2,Mohammed Al Absi,Penalty,1,39,7,CF,Win
877,2024-03-11,AFC Champions League,Quarter-finals,Home,Al-Nassr,Al-Ain FC,Y*,Right Foot,118,5-6,Elsa,Penalty,1,39,7,CF,Loss
878,2024-03-15,Saudi Professional League,Matchweek 24,Away,Al-Nassr,Al-Ahli,Y*,Right Foot,68,1-0,Edouard Mendy,Penalty,1,39,7,CF,Win
879,2024-03-30,Saudi Professional League,Matchweek 25,Home,Al-Nassr,Al-Ta'ee,Y*,Head,87,5-1,Muataz Al Bagawi,Abdulmajeed Al-Sulayhem,1,39,7,CF,Win
880,2024-03-30,Saudi Professional League,Matchweek 25,Home,Al-Nassr,Al-Ta'ee,Y*,Right Foot,67,5-1,Muataz Al Bagawi,No assist,1,39,7,CF,Win
881,2024-03-30,Saudi Professional League,Matchweek 25,Home,Al-Nassr,Al-Ta'ee,Y*,Right Foot,64,5-1,Muataz Al Bagawi,Sadio Mané,1,39,7,CF,Win
882,2024-04-02,Saudi Professional League,Matchweek 26,Away,Al-Nassr,Abha,Y*,Right Foot,11,8-0,Ciprian Tatarusanu,Free kick,1,39,7,CF,Win
883,2024-04-02,Saudi Professional League,Matchweek 26,Away,Al-Nassr,Abha,Y*,Right Foot,42,8-0,Ciprian Tatarusanu,No assist,1,39,7,CF,Win
884,2024-04-02,Saudi Professional League,Matchweek 26,Away,Al-Nassr,Abha,Y*,Right Foot,21,8-0,Ciprian Tatarusanu,Free kick,1,39,7,CF,Win
885,2024-05-01,Kings CUP,Semi-finals,Home,Al-Nassr,Al-Khaleej,Y*,Left Foot,57,3-1,Sehic,Ayman Yahya,1,39,7,CF,Win
886,2024-05-01,Kings CUP,Semi-finals,Home,Al-Nassr,Al-Khaleej,Y*,Left Foot,17,3-1,Sehic,Ayman Yahya,1,39,7,CF,Win
887,2024-05-04,Saudi Professional League,Matchweek 30,Home,Al-Nassr,Al-Wehda,Y*,Head,12,6-0,Munir,Marcelo Brozović,1,39,7,CF,Win
888,2024-05-04,Saudi Professional League,Matchweek 30,Home,Al-Nassr,Al-Wehda,Y*,Left Foot,52,6-0,Munir,Sadio Mané,1,39,7,CF,Win
889,2024-05-04,Saudi Professional League,Matchweek 30,Home,Al-Nassr,Al-Wehda,Y*,Head,5,6-0,Munir,No assist,1,39,7,CF,Win
890,2024-05-09,Saudi Professional League,Matchweek 31,Away,Al-Nassr,Al Okhdood SC,Y*,Right Foot,15,3-2,Paulo Vítor Fagundes dos Anjos,Ali Al Hassan,1,39,7,CF,Win
891,2024-05-27,Saudi Professional League,Matchweek 34,Home,Al-Nassr,Al-Ittihad,Y*,Head,69,2-0,Al-Mahasneh,Marcelo Brozović,1,39,7,CF,Win
892,2024-05-27,Saudi Professional League,Matchweek 34,Home,Al-Nassr,Al-Ittihad,Y*,Left Foot,45+3,1-0,Al-Mahasneh,Mohammed Al Fatil,1,39,7,CF,Win
893,2024-06-11,Friendlies (M),Friendlies (M),Home,Portugal,Rep. of Ireland,Y*,Left Foot,60,2-0,Caoimhín Kelleher,Diogo Jota,1,39,7,CF,Win
894,2024-06-11,Friendlies (M),Friendlies (M),Home,Portugal,Rep. of Ireland,Y*,Left Foot,50,1-0,Caoimhín Kelleher,Rúben Neves,1,39,7,CF,Win
895,2024-08-14,Saudi Super Cup,Semifinal,Away,Al-Nassr,Al-Taawoun,Y*,Right Foot,57,2-0,Mailson,Sultan Al-Ghanam,1,39,7,CF,Win
896,2024-08-17,Saudi Super Cup,Final,Away,Al-Nassr,Al-Hilal,Y*,Right Foot,44,0-1,Bono,Abdulrahman Ghareeb,1,39,7,CF,Loss
897,2024-08-22,Saudi Professional League,Matchweek 1,Home,Al-Nassr,Al-Raed,Y*,Head,34,0-0,Meshari Sunyur,Sadio Mané,1,39,7,CF,Draw
898,2024-08-27,Saudi Professional League,Matchweek 2,Away,Al-Nassr,Al-Fayha,Y*,Right Foot,45+10,1-0,Abdulraouf Al Duqayl,Free kick,1,39,7,CF,Win
899,2024-09-05,UEFA Nations League,League A,Home,Portugal,Croatia,Y*,Right Foot,34,1-0,Dominik Livaković,Nuno Mendes,1,39,7,CF,Win
900,2024-09-08,UEFA Nations League,League A,Home,Portugal,Scotland,N,Right Foot,88,1-1,Angus Gunn,Nuno Mendes,1,39,7,CF,Win
901,2024-09-20,Saudi Professional League,Matchweek 4,Away,Al-Nassr,Al-Ettifaq,Y*,Right Foot,33,0-0,Marek Rodák,Penalty,1,39,7,CF,Win
902,2024-09-27,Saudi Professional League,Matchweek 5,Home,Al-Nassr,Al-Wehda,Y*,Right Foot,56,1-0,Abdullah Al-Owaishir,Penalty,1,39,7,CF,Win
903,2024-09-30,AFC Champions League Elite,Group stage,Home,Al-Nassr,Al-Rayyan SC,Y*,Left Foot,76,2-0,Paulo Victor,Abdulrahman Ghareeb,1,39,7,CF,Win
904,2024-10-05,Saudi Professional League,Matchweek 6,Home,Al-Nassr,Al-Orobah,Y*,Right Foot,17,0-0,Gaëtan Coucke,Penalty,1,39,7,CF,Win
905,2024-10-12,UEFA Nations League,League A,Away,Portugal,Poland,Y*,Left Foot,37,1-0,Łukasz Skorupski,Rafael Leao,1,39,7,CF,Win
906,2024-10-18,Saudi Professional League,Matchweek 7,Away,Al-Nassr,Al-Shabab,Y*,Right Foot,90+7,1-1,Kim Seung-gyu,Penalty,1,39,7,CF,Win
